year,st_fips,abbrev,name,race_eth,race_cat,opioid_type,opioid_cat,obs_rate,deaths,pop,model_rate
2006,04,AZ,Arizona,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,226891,0.93
2007,04,AZ,Arizona,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,239996,1.03
2008,04,AZ,Arizona,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,252747,1.1500000000000001
2009,04,AZ,Arizona,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,263243,1.27
2010,04,AZ,Arizona,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,270425,1.41
2011,04,AZ,Arizona,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,277864,1.57
2012,04,AZ,Arizona,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,287210,1.74
2013,04,AZ,Arizona,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,295854,1.93
2014,04,AZ,Arizona,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,305795,2.14
2015,04,AZ,Arizona,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,317352,2.38
2016,04,AZ,Arizona,nhb,Non-Hispanic Black,heroin,Heroin,3.2253732176460344,11,330381,2.64
2017,04,AZ,Arizona,nhb,Non-Hispanic Black,heroin,Heroin,3.9530521137848043,14,341339,2.9299999999999997
2018,04,AZ,Arizona,nhb,Non-Hispanic Black,heroin,Heroin,3.6148652631244174,13,353675,3.25
2019,04,AZ,Arizona,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,366837,3.6
1999,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,1.6684611490118393,35,2312110,1.7
2000,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,1.7819427543223751,38,2329679,1.59
2001,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,1.1837162836600463,25,2340237,1.49
2002,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,1.934833766915761,43,2346002,1.4
2003,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,1.0426731448617332,24,2350056,1.31
2004,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,1.0886172130543068,25,2353224,1.23
2005,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,1.2185953256882842,28,2351018,1.1500000000000001
2006,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,0.7844463642044974,19,2347553,1.08
2007,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,0.7496398469844943,19,2343639,1.01
2008,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,0.6665615459333025,17,2347982,0.9400000000000001
2009,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,1.2129062901980274,30,2355669,0.88
2010,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,0.8129934403212544,21,2365419,0.8300000000000001
2011,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,0.7982462150885221,21,2376763,0.7799999999999999
2012,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,0.6576133152778565,17,2387450,0.73
2013,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,1.2500370250508974,35,2395235,0.88
2014,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,1.1223104628454434,32,2409661,1.06
2015,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,0.9485607618784802,26,2420767,1.29
2016,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,1.3103823442726434,36,2428424,1.56
2017,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,1.723343485222368,46,2436900,1.8900000000000001
2018,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,2.5015432729828873,67,2443266,2.2800000000000002
2019,06,CA,California,nhb,Non-Hispanic Black,heroin,Heroin,2.85411694460412,74,2449181,2.7600000000000002
1999,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,169812,0.8600000000000001
2000,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,175028,0.88
2001,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,180156,0.91
2002,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,183545,0.93
2003,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,184369,0.96
2004,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,188381,0.98
2005,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,190230,1.01
2006,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,195987,1.04
2007,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,200261,1.07
2008,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,205308,1.09
2009,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,210732,1.12
2010,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,216355,1.1600000000000001
2011,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,221221,1.1900000000000002
2012,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,227004,1.22
2013,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,233376,1.25
2014,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,240409,1.29
2015,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,247520,1.32
2016,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,253874,1.36
2017,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,258715,1.4
2018,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,264824,2.8099999999999996
2019,08,CO,Colorado,nhb,Non-Hispanic Black,heroin,Heroin,6.07180072278573,16,270041,5.659999999999999
1999,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,3.586612046938864,11,310206,3.51
2000,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,3.9111892277152625,12,315502,3.23
2001,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,320088,2.98
2002,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,325672,2.74
2003,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,330797,2.53
2004,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,334228,2.3299999999999996
2005,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,338134,2.14
2006,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,342097,1.97
2007,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,345966,1.82
2008,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,350592,1.6700000000000002
2009,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,354892,1.54
2010,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,358993,1.42
2011,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,362672,1.31
2012,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,366653,1.87
2013,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,3.071632569502997,12,370898,2.67
2014,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,3.491422436214699,13,374003,3.8299999999999996
2015,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,5.528661300861533,20,377252,5.470000000000001
2016,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,7.596151002597929,30,380171,7.819999999999999
2017,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,7.450570675344904,28,383474,7.56
2018,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,8.19511937680675,33,386877,7.3
2019,09,CT,Connecticut,nhb,Non-Hispanic Black,heroin,Heroin,6.491021626661817,29,391493,7.05
1999,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,5.021278763812239,17,346580,3.98
2000,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,345917,3.2
2001,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,341955,2.57
2002,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,338411,2.06
2003,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,332773,1.6600000000000001
2004,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,326663,1.33
2005,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,320385,1.07
2006,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,315872,0.8600000000000001
2007,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,312283,1.1900000000000002
2008,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,309063,1.6500000000000001
2009,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,308452,2.29
2010,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,4.114717372986265,13,308684,3.18
2011,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,5.7246900891908306,21,311264,4.41
2012,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,5.652220635194847,18,314604,6.109999999999999
2013,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,8.040197269860771,29,319303,8.48
2014,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,8.076177637697903,28,321781,11.76
2015,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,15.986532842657732,58,323815,16.310000000000002
2016,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,28.220954319246516,104,324909,22.62
2017,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,30.197475634474557,116,324981,31.37
2018,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,19.078635028499995,70,324295,24.52
2019,11,DC,District of Columbia,nhb,Non-Hispanic Black,heroin,Heroin,21.394889176825167,79,321775,19.16
1999,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,149503,2.61
2000,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,153517,2.17
2001,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,157360,1.8
2002,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,161322,1.5
2003,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,165409,1.24
2004,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,169532,1.03
2005,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,174883,0.8600000000000001
2006,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,179979,0.71
2007,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,184865,0.59
2008,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,189524,0.49
2009,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,192649,0.6599999999999999
2010,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,195744,0.8700000000000001
2011,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,198757,1.1600000000000001
2012,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,201358,1.55
2013,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,204227,2.06
2014,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,207462,2.74
2015,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,210931,3.65
2016,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,214264,4.859999999999999
2017,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,9.302367880518808,21,217550,6.470000000000001
2018,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,7.568421429559298,16,221076,8.61
2019,10,DE,Delaware,nhb,Non-Hispanic Black,heroin,Heroin,11.215916075518402,25,224574,11.47
1999,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2312918,0.9400000000000001
2000,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,0.7364097728226437,16,2368440,0.76
2001,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,0.8321969313131704,19,2433153,0.61
2002,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,0.6311809010537857,15,2498914,0.49
2003,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2562495,0.4
2004,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2636845,0.32
2005,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2713885,0.26
2006,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2784593,0.21000000000000002
2007,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2831801,0.17
2008,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2878120,0.13
2009,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2917176,0.17
2010,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2963343,0.2
2011,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,3023338,0.25
2012,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,3081740,0.31
2013,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,3132694,0.38
2014,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,0.38542865997435855,11,3188336,0.47000000000000003
2015,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,0.6356658907736433,21,3246179,0.58
2016,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,0.9348035332090991,32,3307041,0.72
2017,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,1.139176386203278,39,3364176,0.89
2018,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,1.0391408032489056,36,3407254,1.09
2019,12,FL,Florida,nhb,Non-Hispanic Black,heroin,Heroin,1.039660863144188,36,3445122,1.35
1999,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2317980,0.01
2000,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2378722,0.02
2001,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2433635,0.02
2002,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2484612,0.03
2003,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2530144,0.03
2004,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2589688,0.04
2005,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2652289,0.06
2006,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2750215,0.07
2007,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2830139,0.09
2008,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2893777,0.12000000000000001
2009,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2947035,0.15000000000000002
2010,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,2989363,0.2
2011,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,3038126,0.25
2012,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,3082288,0.32
2013,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,3121557,0.41000000000000003
2014,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,0.661795954676315,21,3171137,0.53
2015,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,1.0394728098220745,35,3225202,0.6799999999999999
2016,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,0.7494103642607243,25,3281999,0.8700000000000001
2017,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,1.0415443512777947,36,3335971,1.11
2018,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,1.3739032709066061,47,3387031,1.42
2019,13,GA,Georgia,nhb,Non-Hispanic Black,heroin,Heroin,1.786388499334007,61,3439966,1.82
1999,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,63797,0.55
2000,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,68382,0.64
2001,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,70698,0.74
2002,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,73089,0.8600000000000001
2003,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,75705,1
2004,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,78706,1.1600000000000001
2005,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,82129,1.35
2006,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,86276,1.57
2007,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,90707,1.83
2008,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,95252,2.13
2009,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,99246,2.48
2010,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,103223,2.88
2011,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,106292,3.3499999999999996
2012,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,109145,3.8899999999999997
2013,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,114448,4.53
2014,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,119965,5.2700000000000005
2015,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,125015,6.13
2016,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,130107,7.13
2017,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,13.734525652827841,13,135729,8.29
2018,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,139763,9.639999999999999
2019,19,IA,Iowa,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,143304,11.219999999999999
1999,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1883947,0.55
2000,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1895462,0.54
2001,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1896926,0.54
2002,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,1.0198256049511334,18,1896693,0.53
2003,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1894365,0.52
2004,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1893746,0.52
2005,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1890889,0.51
2006,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,0.6445384767222618,11,1890330,0.5
2007,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1890005,0.5
2008,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1890098,0.49
2009,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,0.6294018646157691,12,1891178,0.49
2010,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,0.721991553433195,13,1893683,0.48000000000000004
2011,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,0.9020247880710034,16,1893917,1.11
2012,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,1.3572365893209124,25,1893715,2.57
2013,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,6.551004395945288,122,1893870,5.930000000000001
2014,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,8.64011295340234,164,1890808,7.83
2015,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,8.517194036678173,160,1885766,10.33
2016,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,14.233572085239965,263,1876932,13.639999999999999
2017,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,18.38830072279942,352,1866805,18.01
2018,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,17.421530267379694,333,1858573,17.89
2019,17,IL,Illinois,nhb,Non-Hispanic Black,heroin,Heroin,17.99163441490143,345,1853176,17.77
1999,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,517559,0.29000000000000004
2000,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,526834,0.33999999999999997
2001,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,536006,0.39
2002,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,544192,0.45
2003,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,553407,0.53
2004,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,562579,0.61
2005,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,572591,0.71
2006,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,584556,0.8300000000000001
2007,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,594972,0.97
2008,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,605411,1.12
2009,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,1.8976543115823934,11,614598,1.31
2010,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,2.046538456637295,13,623568,1.52
2011,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,630770,1.77
2012,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,2.638696203782741,17,637251,2.06
2013,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,645460,2.4
2014,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,652561,2.79
2015,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,2.1267990262833645,14,659132,3.25
2016,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,4.112853721847037,26,667798,3.7800000000000002
2017,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,4.760227075845713,32,676365,4.39
2018,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,4.972107520546304,31,687356,5.109999999999999
2019,18,IN,Indiana,nhb,Non-Hispanic Black,heroin,Heroin,6.536717639514998,43,697264,5.95
1999,21,KY,Kentucky,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,300666,0.02
2000,21,KY,Kentucky,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,305218,0.03
2001,21,KY,Kentucky,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,309836,0.04
2002,21,KY,Kentucky,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,313885,0.06
2003,21,KY,Kentucky,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,317128,0.08
2004,21,KY,Kentucky,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,322960,0.12000000000000001
2005,21,KY,Kentucky,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,328194,0.16
2006,21,KY,Kentucky,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,332902,0.22
2007,21,KY,Kentucky,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,339555,0.3
