year,st_fips,abbrev,name,race_eth,race_cat,opioid_type,opioid_cat,obs_rate,deaths,pop,model_rate
2017,01,AL,Alabama,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1316062,0.7899999999999999
2018,01,AL,Alabama,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1320461,0.7
2019,01,AL,Alabama,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1324613,0.61
1999,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,159387,0.52
2000,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,165607,0.5700000000000001
2001,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,172878,0.62
2002,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,180671,0.6699999999999999
2003,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,188114,0.73
2004,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,198399,0.7899999999999999
2005,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,211439,0.8600000000000001
2006,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,226891,0.9400000000000001
2007,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,239996,1.02
2008,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,252747,1.11
2009,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,263243,1.2
2010,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,270425,1.31
2011,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,277864,1.42
2012,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,287210,1.55
2013,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,295854,1.6800000000000002
2014,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,305795,1.83
2015,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,317352,1.99
2016,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,330381,2.16
2017,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,341339,2.3499999999999996
2018,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,353675,2.55
2019,04,AZ,Arizona,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,366837,2.7800000000000002
1999,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2312110,0.36
2000,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.4979300066854564,11,2329679,0.37
2001,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2340237,0.38
2002,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2346002,0.4
2003,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.4769632339468633,11,2350056,0.41000000000000003
2004,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.5170915986483395,12,2353224,0.43000000000000005
2005,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2351018,0.44
2006,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2347553,0.46
2007,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.4794620341739808,12,2343639,0.48000000000000004
2008,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2347982,0.5
2009,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.6645443454134936,17,2355669,0.51
2010,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.562055458200059,14,2365419,0.53
2011,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.46206198885084426,12,2376763,0.55
2012,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2387450,0.5700000000000001
2013,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.79839665743286,23,2395235,0.59
2014,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.7198173475620792,21,2409661,0.62
2015,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.49135560067513373,13,2420767,0.64
2016,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.7378203216697323,20,2428424,0.8600000000000001
2017,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,1.1417426413022687,31,2436900,1.1600000000000001
2018,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,1.8359072512218684,49,2443266,1.56
2019,06,CA,California,nhb,Non-Hispanic Black,single_heroin,Heroin alone,1.9183884369300537,49,2449181,2.11
1999,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,169812,1.9
2000,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,175028,0.93
2001,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,180156,0.45
2002,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,183545,0.48000000000000004
2003,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,184369,0.52
2004,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,188381,0.56
2005,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,190230,0.6
2006,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,195987,0.64
2007,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,200261,0.69
2008,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,205308,0.74
2009,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,210732,0.7899999999999999
2010,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,216355,0.8500000000000001
2011,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,221221,0.91
2012,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,227004,0.97
2013,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,233376,1.04
2014,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,240409,1.12
2015,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,247520,1.2
2016,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,253874,1.29
2017,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,258715,1.3800000000000001
2018,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,264824,2.4299999999999997
2019,08,CO,Colorado,nhb,Non-Hispanic Black,single_heroin,Heroin alone,4.664865000720376,12,270041,4.29
1999,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,3.586612046938864,11,310206,3.36
2000,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,3.9111892277152625,12,315502,3.08
2001,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,320088,2.8299999999999996
2002,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,325672,2.59
2003,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,330797,2.38
2004,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,334228,2.18
2005,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,338134,2
2006,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,342097,1.83
2007,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,345966,1.6800000000000002
2008,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,350592,1.54
2009,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,354892,1.41
2010,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,358993,1.29
2011,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,362672,1.1800000000000002
2012,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,366653,1.49
2013,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,370898,1.87
2014,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,374003,2.3499999999999996
2015,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,3.3965175352068497,12,377252,2.9499999999999997
2016,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,3.2069197711185775,13,380171,3.71
2017,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,2.911159151132308,11,383474,2.44
2018,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,386877,1.61
2019,09,CT,Connecticut,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,391493,1.06
1999,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,5.021278763812239,17,346580,4.02
2000,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,345917,3.2
2001,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,341955,2.55
2002,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,338411,2.02
2003,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,332773,1.61
2004,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,326663,1.28
2005,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,320385,1.02
2006,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,315872,0.81
2007,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,312283,1.09
2008,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,309063,1.45
2009,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,308452,1.95
2010,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,3.3683393906977344,11,308684,2.61
2011,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,4.376895382464492,16,311264,3.5
2012,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,4.233583778865079,13,314604,4.68
2013,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,7.163122975203567,26,319303,6.2700000000000005
2014,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,5.465230405913147,20,321781,8.4
2015,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,12.007013331446547,43,323815,11.25
2016,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,8.099320632352455,32,324909,7.73
2017,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,5.864915618423172,21,324981,5.31
2018,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,324295,3.65
2019,11,DC,District of Columbia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,2.9064907288339277,11,321775,2.51
1999,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,149503,1.6400000000000001
2000,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,153517,1.6400000000000001
2001,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,157360,1.6400000000000001
2002,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,161322,1.6500000000000001
2003,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,165409,1.6500000000000001
2004,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,169532,1.6600000000000001
2005,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,174883,1.6600000000000001
2006,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,179979,1.6700000000000002
2007,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,184865,1.6700000000000002
2008,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,189524,1.6800000000000002
2009,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,192649,1.6800000000000002
2010,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,195744,1.6900000000000002
2011,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,198757,1.6900000000000002
2012,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,201358,1.7
2013,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,204227,1.7
2014,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,207462,1.71
2015,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,210931,1.71
2016,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,214264,1.72
2017,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,217550,1.72
2018,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,221076,1.72
2019,10,DE,Delaware,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,224574,1.73
1999,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2312918,0.31
2000,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.6936541360344615,15,2368440,0.5
2001,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.7917158636337266,18,2433153,0.8200000000000001
2002,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.5914844790643139,14,2498914,0.6
2003,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2562495,0.44
2004,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2636845,0.32
2005,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2713885,0.23
2006,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2784593,0.17
2007,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2831801,0.12000000000000001
2008,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2878120,0.09
2009,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2917176,0.11
2010,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2963343,0.14
2011,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,3023338,0.17
2012,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,3081740,0.21000000000000002
2013,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,3132694,0.26
2014,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,3188336,0.32
2015,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.3816318490309494,12,3246179,0.4
2016,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.35775486531033546,13,3307041,0.35
2017,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.32145201964414266,11,3364176,0.3
2018,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.3021374462282018,11,3407254,0.26
2019,12,FL,Florida,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,3445122,0.23
1999,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2317980,0.02
2000,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2378722,0.02
2001,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2433635,0.03
2002,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2484612,0.03
2003,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2530144,0.04
2004,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2589688,0.05
2005,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2652289,0.06
2006,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2750215,0.07
2007,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2830139,0.09
2008,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2893777,0.11
2009,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2947035,0.13
2010,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,2989363,0.16
2011,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,3038126,0.2
2012,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,3082288,0.24000000000000002
2013,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,3121557,0.29000000000000004
2014,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.386174016282359,12,3171137,0.36
2015,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.6406019952644371,21,3225202,0.43000000000000005
2016,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.44421367782165516,15,3281999,0.53
2017,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.4331970004251472,15,3335971,0.64
2018,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.8322034350335334,29,3387031,0.7799999999999999
2019,13,GA,Georgia,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.9967659003836534,33,3439966,0.9500000000000001
1999,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,63797,0.61
2000,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,68382,0.6699999999999999
2001,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,70698,0.75
2002,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,73089,0.8300000000000001
2003,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,75705,0.92
2004,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,78706,1.02
2005,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,82129,1.1300000000000001
2006,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,86276,1.25
2007,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,90707,1.3900000000000001
2008,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,95252,1.54
2009,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,99246,1.71
2010,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,103223,1.9
2011,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,106292,2.1
2012,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,109145,2.3299999999999996
2013,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,114448,2.59
2014,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,119965,2.8699999999999997
2015,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,125015,3.18
2016,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,130107,3.53
2017,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,135729,3.9099999999999997
2018,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,139763,4.34
2019,19,IA,Iowa,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,143304,4.81
1999,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1883947,0.26
2000,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1895462,0.27
2001,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1896926,0.29000000000000004
2002,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1896693,0.31
2003,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1894365,0.32999999999999996
2004,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1893746,0.35
2005,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1890889,0.37
2006,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1890330,0.39
2007,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1890005,0.42000000000000004
2008,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1890098,0.44
2009,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.6294018646157691,12,1891178,0.47000000000000003
2010,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1893683,0.5
2011,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,0.7879474526018626,14,1893917,1.04
2012,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,1.215589421933041,22,1893715,2.17
2013,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,5.959780523727866,112,1893870,4.51
2014,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,8.137987833514678,155,1890808,9.38
2015,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,7.014754193207068,132,1885766,7.75
2016,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,6.642080936314367,122,1876932,6.4
2017,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,7.269506155713392,136,1866805,5.29
2018,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,3.402887385011356,67,1858573,4.37
2019,17,IL,Illinois,nhb,Non-Hispanic Black,single_heroin,Heroin alone,2.921783845301838,55,1853176,3.61
1999,18,IN,Indiana,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,517559,0.18
2000,18,IN,Indiana,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,526834,0.22
2001,18,IN,Indiana,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,536006,0.27
2002,18,IN,Indiana,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,544192,0.32999999999999996
2003,18,IN,Indiana,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,553407,0.41000000000000003
2004,18,IN,Indiana,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,562579,0.49
2005,18,IN,Indiana,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,572591,0.6
2006,18,IN,Indiana,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,584556,0.73
2007,18,IN,Indiana,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,594972,0.89
2008,18,IN,Indiana,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,605411,1.09
2009,18,IN,Indiana,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,614598,1.33
2010,18,IN,Indiana,nhb,Non-Hispanic Black,single_heroin,Heroin alone,1.8478180082183748,12,623568,1.62
2011,18,IN,Indiana,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,630770,1.6500000000000001
